 👇SmartTV1👇,#genre#
ANTV,http://50.7.234.10:8278/viet_antv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=43499f0d41c685481f60fc4a23a9bdb7
BPTV 2,http://50.7.234.10:8278/viet_bptv2/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=87aa3a1ef75b64831f5c195ad5f99c61
BRT HD,http://50.7.234.10:8278/viet_brt/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d0ac5df8a2d534edc488744fcb8928ae
Ca Mau TV,http://50.7.234.10:8278/viet_camautv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e48828f960317e4ef3252f1cfb66f41c
Danang TV1 HD,http://50.7.234.10:8278/viet_danangtv1/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e0934fa64c851964f52960a7bdbcd28f
Danang TV2 HD,http://50.7.234.10:8278/viet_danangtv2/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=c3b14ed4512e768f79f5de66342ab041
HBTV HD,http://50.7.234.10:8278/viet_hbtv/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d078961171637921e277689b055983a0
HTV 7,http://50.7.234.10:8278/viet_htv7/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=225b306dd8544bb19c5fe929e086c37b
HTV 9,http://50.7.234.10:8278/viet_htv9/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=0cd82ccca731b15ce93377685330a1c0
PTTH 1,http://50.7.234.10:8278/viet_ptth1/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=175b12e2811f5b1626a39f49687b3361
VTV 1,http://50.7.234.10:8278/viet_vtv1/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=7f3cf1560d272634982bd078b8d26080
VTV 7,http://50.7.234.10:8278/viet_vtv7/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f0b8473de7a1038b009dbbdc338a5a0d
韓國 Korea,#genre#
All the Kpop,http://50.7.234.10:8278/allthekpop_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=38ce42f333bc4bfd7cc5c3886b54c90d
Apps TV,http://50.7.234.10:8278/appongoogle_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=d7234859f14e8ebe7f4f2f99f21569d3
Arirang HD,http://50.7.234.10:8278/arirang_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=fbda0c6295ddce2bc7514350b20b0936
CBS,http://50.7.234.10:8278/cbs_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=7d30e75660ee17aaa73d9c4a380d16ae
CGNTV,http://50.7.234.10:8278/cgntv_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=baadf85694d864bf2aeeb058a0393207
EBS 1,http://50.7.234.10:8278/ebs1_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=2f5eb776054f55074d3529c947d66a98
EBS Kids,http://50.7.234.10:8278/ebskids_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b2407e54beacd7d4b4cab1009b7bc318
EBS Plus2,http://50.7.234.10:8278/ebsplus2_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=91ca3ded9d6ca480316a85b6e7dbda24
EBS2,http://50.7.234.10:8278/ebs2_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=fa5b263d61995530b63201b77d42e867
J the Kpop,http://50.7.234.10:8278/jthekpop_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=054305a6e34e28f72d261a573ba94e1f
KBS World 24,http://50.7.234.10:8278/kbsworld24_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=00e5b512f68797ddfbb58a43a60dbbbf
SBS Plus,http://50.7.234.10:8278/sbsplus_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=5ee3dd2e45b418a17be77600e83812b9
YTN DMB,http://50.7.234.10:8278/ytndmb_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e936eadbd4f5bf1869e3f78a8d80f307
YTN Korean,http://50.7.234.10:8278/ytnkorean_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=e4f1d9c225878810da3dce58ae09b39c
YTN Science,http://50.7.234.10:8278/ytnscience_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=06ac3acf27b6e28a6753e0ec0402b1cf
YTN,http://50.7.234.10:8278/ytn_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=b287f6a5f82b327b299adba1af6fae33
Yonhap News,http://50.7.234.10:8278/yonhapnews_korea/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=df3ac787f2abc4f513f5b491ee80095b
日本 Japan,#genre#
BS-TBS,http://50.7.234.10:8278/bstbs_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=94d8c3b027ce646954b2f58261d5c4cc
BSジャパン 181,http://50.7.234.10:8278/bs181_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=303163f4086b01a541452aeafcd3d7aa
BSフジ BS Fuji,http://50.7.234.10:8278/bsfuji_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3036a79f05a90939ead53e7a1a5c9b76
CNA Japan,http://50.7.234.10:8278/cna_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=3e9b4e23ec9732bc1e1ca8a76173639d
JET 綜合,http://50.7.234.10:8278/jettv_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=4f886bdef1e867b214a65368719b270d
NHK Oaska,http://50.7.234.10:8278/nhkosaka_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=cef8868c1f9316b2ce93d50cc52e76ea
NHK World,http://50.7.234.10:8278/nhkworld_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=34acef049a43ec7e58ae631e5a545230
NHK-E,http://50.7.234.10:8278/nhke_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=23a2326e64dfa4d95620001a2b428eab
NHK-総合-2,http://50.7.234.10:8278/nhkg_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=7ee0bdf74bc7e7a634ecda1a716f3db4
NHKBS1,http://50.7.234.10:8278/nhkbs1_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=80dfc60e491398281fa630efa3207327
NHKBSプレミア Premium,http://50.7.234.10:8278/nhkpremium_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=90dd42046c791e24a98df5b4a7d0d2e6
TOKYOMX,http://50.7.234.10:8278/tokyomx_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=f7773331fd8b70bc13b33e0cee6d8bca
テレビ朝日 Asahi TV,http://50.7.234.10:8278/asahitv_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=18a5a586812bf8c7cb507cf9fc8bb541
テレビ東京 Tokyo TV,http://50.7.234.10:8278/tokyotv_japan/playlist.m3u8?tid=mc42afe745533&ct=11448811&tsum=bb1b4e8c6cdf887522502532bf0651f3





























